"parcel_id","num_changes","tot_rent_change","total_days_on_market","initial_rent","days_til_first_change","first_change_amt","days_til_second_change","second_change_amt","days_til_third_change","third_change_amt","days_til_fourth_change","fourth_change_amt","days_til_fifth_change","fifth_change_amt","parcel_number","parcel_county","parcel_address1","parcel_address2","parcel_city","parcel_state","parcel_zipcode","parcel_longitude","parcel_latitude","land_use","acres","sqft_total","bedroom_count","bathroom_count","year_built","last_sale","last_price","total_value"
"774378","0",,"4","1500",,,,,,,,,,,"13817110014","Clark","3104 ANGELICA CT","","LAS VEGAS","NV","89134","-115.295583","36.217772","385","0.1899908","1384","2","2.000","1992","2019-02-12","324000","67389"
"774379","0",,"7","1295",,,,,,,,,,,"13830116022","Clark","10030 BENJAMIN NICHOLAS PL","UNIT 203","LAS VEGAS","NV","89144","-115.315315","36.186273","366","0.0459137","1263","2","2.000","2001","2018-11-30","200000","48486"
"774466","0",,"7","1150",,,,,,,,,,,"16330519085","Clark","9580 W RENO AVE","UNIT 241","LAS VEGAS","NV","89148","-115.301545","36.096588","366","0.0000000","1151","2","2.000","2003","2019-04-12","0","43000"
"774694","0",,"17","1500",,,,,,,,,,,"02044402","Lyon","1406 JENNYS LN","","FERNLEY","NV","89408","-119.216589","39.583651","385","0.1899449","1584","3","2.000","1999","2014-05-16","117200","71430"
"774697","0",,"7","2000",,,,,,,,,,,"02203206","Lyon","369 COOK WAY","","FERNLEY","NV","89408","-119.230729","39.591011","385","0.2246327","2223","4","2.000","2004","2014-10-09","180000","93047"
"774703","0",,"23","1300",,,,,,,,,,,"02091113","Lyon","2152 FORT BRIDGER RD","","FERNLEY","NV","89408","-119.202314","39.598620","385","0.1377410","1480","3","2.000","2004","2015-01-22","110000","73481"
"774715","0",,"16","1600",,,,,,,,,,,"13735313028","Clark","913 LORD CREWE ST","","LAS VEGAS","NV","89138","-115.351015","36.162728","385","0.1000000","1723","3","3.000","2004","2012-08-17","162500","83250"
"775477","2","-100","10","1400","6","-75","16","-25",,,,,,,"13909616022","Clark","3728 BIRCHDALE CT","","NORTH LAS VEGAS","NV","89032","-115.154221","36.227542","385","0.1199954","1820","3","2.000","1997","2012-03-21","103000","69967"
"775742","0",,"17","1525",,,,,,,,,,,"17712418075","Clark","2562 BEGONIA VALLEY AVE","","HENDERSON","NV","89074","-115.115827","36.043403","385","0.0899908","1853","3","3.000","2006","2006-06-05","348016","84153"
"775875","1","-25","20","975","17","-25",,,,,,,,,"16121710055","Clark","5710 E TROPICANA AVE","UNIT 2121","LAS VEGAS","NV","89122","-115.048671","36.105263","366","0.0473370","1029","2","2.000","2000","2000-01-13","85000","31800"
"775877","0",,"16","1800",,,,,,,,,,,"12513619003","Clark","4925 MORNING FALLS AVE","","LAS VEGAS","NV","89131","-115.209643","36.300897","385","0.1000000","1928","4","3.000","2002","2012-08-29","128000","92732"
"777464","0",,"5","1395",,,,,,,,,,,"00245112","Carson City","1443 E LONG ST","","CARSON CITY","NV","89706","-119.753438","39.173636","386","0.0199954","1160","3","1.750","1978","2018-06-29","168000","18207"
"777468","0",,"3","750",,,,,,,,,,,"13911810066","Clark","2120 VENUS ST","APT B","NORTH LAS VEGAS","NV","89030","-115.119255","36.220704","366","0.0236915","996","2","2.000","1984","2018-12-21","80000","19511"
"777575","0",,"5","1850",,,,,,,,,,,"17821318012","Clark","1680 AMADOR LN","","HENDERSON","NV","89012","-115.056961","36.018439","385","0.1600092","1630","3","2.000","2005","2005-04-01","353506","97208"
"778798","0",,"3","1795",,,,,,,,,,,"14087311","Washoe","1785 WIND RANCH RD","UNIT A","RENO","NV","89521","-119.732295","39.423008","366","0.0474747","1760","3","3.000","2007","2015-09-18","236000","76050"
"779149","0",,"7","1370",,,,,,,,,,,"0079924","Washington","140 W 100 N","","IVINS","UT","84738","-113.682929","37.170464","385","0.4399908","1050","5","2.000","1980",,"0","99055"
"779314","0",,"27","650",,,,,,,,,,,"16204710143","Clark","217 W NEW YORK AVE","","LAS VEGAS","NV","89102","-115.158690","36.150693","361","0.1600092","6560","0","0.000","1955","2013-05-21","250000","76560"
"780830","1","-50","61","1750","59","-50",,,,,,,,,"13818110025","Clark","9836 VILLA RIDGE DR","","LAS VEGAS","NV","89134","-115.310080","36.217948","386","0.0699954","1799","2","2.000","1995","2019-03-01","250000","69883"
"781214","0",,"3","1100",,,,,,,,,,,"17620514067","Clark","8985 S DURANGO DR","UNIT 1163","LAS VEGAS","NV","89113","-115.280182","36.024158","366","0.0000000","1070","2","2.000","2007","2007-01-19","200715","51265"
"781226","0",,"43","1500",,,,,,,,,,,"00723318","Washoe","647 VALLEY RD","","RENO","NV","89512","-119.807951","39.534718","385","0.0812443","876","2","1.000","1934","2005-07-21","230000","20311"
"781732","0",,"38","2350",,,,,,,,,,,"20816209","Washoe","7132 WINDSTAR DR","","RENO","NV","89523","-119.907109","39.543930","385","0.2901745","2334","4","3.000","2002","2016-03-04","415000","128397"
"782011","0",,"10","1600",,,,,,,,,,,"01042724","Carson City","3266 DESATOYA DR","","CARSON CITY","NV","89701","-119.731192","39.168776","385","0.1500000","1288","3","1.750","1988","2012-10-29","80000","44779"
"782247","0",,"18","1300",,,,,,,,,,,"19104411007","Clark","106 HEALTH ASTER CT","","LAS VEGAS","NV","89183","-115.167648","35.971672","385","0.0500000","1294","2","2.000","2004","2011-12-06","89000","62034"
"782287","0",,"27","3000",,,,,,,,,,,"13830315041","Clark","613 VIA LINDA CT","","LAS VEGAS","NV","89144","-115.313363","36.179295","385","0.1899908","2951","2","3.000","1997","2016-01-06","0","161727"
"782695","0",,"8","2350",,,,,,,,,,,"13816512008","Clark","3101 VILLA COLONADE DR","","LAS VEGAS","NV","89128","-115.269669","36.216310","385","0.1899908","2197","3","3.000","1990","2017-05-30","339900","90413"
"782838","0",,"2","1795",,,,,,,,,,,"00349219","Washoe","792 DIOGENES DR","","RENO","NV","89512","-119.815464","39.554320","385","0.1579890","1609","3","3.000","1986","2013-08-07","190000","66026"
"782891","1","-50","10","1925","21","-50",,,,,,,,,"381820038","Utah","2016 MONTANA AVE","","PROVO","UT","84606","-111.622671","40.206530","385","0.2170110","1881","3","4.000","1996","2007-05-30","0","179300"
"782930","0",,"1","1850",,,,,,,,,,,"17831816004","Clark","2264 BULL LAKE DR","","HENDERSON","NV","89052","-115.087323","35.986183","385","0.1300046","2412","3","3.000","2005","2005-06-27","447845","101639"
"783259","0",,"14","1650",,,,,,,,,,,"16220311107","Clark","4525 DEAN MARTIN DR","UNIT 1010","LAS VEGAS","NV","89103","-115.182175","36.107601","366","0.0000000","753","2","2.000","2006","2017-07-14","267820","81162"
"783532","0",,"18","1050",,,,,,,,,,,"16225612151","Clark","3128 TARPON DR","UNIT 202","LAS VEGAS","NV","89120","-115.107338","36.094201","366","0.0186410","1020","2","2.000","1994","2019-01-25","140000","33200"
"784341","0",,"3","2300",,,,,,,,,,,"17736218020","Clark","2938 TREMONT AVE","","HENDERSON","NV","89052","-115.115488","35.995175","385","0.0899908","2410","4","3.000","2018","2019-01-03","392990","140204"
"784368","1","-100","44","1850","73","-100",,,,,,,,,"16414516017","Clark","11016 BELLATRIX CT","","LAS VEGAS","NV","89135","-115.333822","36.125861","385","0.0800046","1772","3","3.000","2002","2019-10-24","340000","88570"
"784676","0",,"19","1350",,,,,,,,,,,"18609315001","Clark","848 JERI LN","","BOULDER CITY","NV","89005","-114.834764","35.968509","385","0.2100092","1208","3","2.000","1980","1980-03-12","59000","48756"
"784740","0",,"8","1450",,,,,,,,,,,"0527435","Washington","855 WHIPTAIL WAY","","WASHINGTON","UT","84780","-113.524303","37.139373","366","0.1199954","1476","2","2.000","1998","2019-03-28","0","127050"
"785426","0",,"22","1095",,,,,,,,,,,"12518614018","Clark","9303 GILCREASE AVE","UNIT 1172","LAS VEGAS","NV","89149","-115.298756","36.301732","386","0.0000000","1121","2","2.000","2004","2013-12-30","87500","43765"
"785444","0",,"8","1250",,,,,,,,,,,"01058507","Washoe","1450 IDLEWILD DR","UNIT 1134","RENO","NV","89509","-119.828756","39.519411","366","0.0175620","803","1","1.000","2006","2017-10-30","209000","32776"
"785543","3","-175","71","2350","35","-55","26","-50","17","-70",,,,,"085720242","Davis","1145 W JACKSON AVE","","FARMINGTON","UT","84025","-111.912134","40.981650","","0.0000000","0","0","0.000",,"2016-10-14","0",
"786042","0",,"2","1100",,,,,,,,,,,"045025075","Elko","524 TIFFANY DR","","SPRING CREEK","NV","89815","-115.664384","40.804973","373","1.2199954","0","0","0.000",,"2005-03-22","25000","13357"
"786226","0",,"2","1499",,,,,,,,,,,"16322111026","Clark","7627 KEATING CIR","","LAS VEGAS","NV","89147","-115.257788","36.113812","385","0.1600092","1524","4","2.000","1985","2007-06-01","0","56067"
"786459","0",,"13","1050",,,,,,,,,,,"13914710030","Clark","2716 WILDERNESS WAY","","NORTH LAS VEGAS","NV","89030","-115.121464","36.209149","385","0.1800046","1156","3","2.000","1970","2009-08-21","41000","31440"
"786774","0",,"10","1500",,,,,,,,,,,"053003011","Elko","259 BLAKELAND DR","","SPRING CREEK","NV","89815","-115.598662","40.731146","385","1.2300046","1386","0","2.000","1996","2003-06-30","119000","56455"
"786791","0",,"6","1515",,,,,,,,,,,"16306718029","Clark","9213 BUCKHAVEN DR","","LAS VEGAS","NV","89117","-115.297937","36.149289","385","0.0899908","1972","3","3.000","1995","2016-10-05","255000","75271"
"786803","0",,"208","15000",,,,,,,,,,,"12518401029","Clark","9826 SOLAR AVE","","LAS VEGAS","NV","89149","-115.310988","36.294163","385","1.0500000","6261","5","6.000","2008","2017-10-16","1544777","414342"
"786893","2","-100","28","1550","8","-55","16","-45",,,,,,,"16128518025","Clark","4917 QUIET MORNING ST","","LAS VEGAS","NV","89122","-115.047893","36.100040","385","0.0500000","1471","2","3.000","2019","2019-07-24","230070","9450"
"787531","1","-55","32","1650","33","-55",,,,,,,,,"520300005","Utah","289 S 300 E","","OREM","UT","84058","-111.687845","40.291285","385","0.2567493","1328","3","2.000","1973","2019-07-30","0","158455"
"787570","0",,"17","1425",,,,,,,,,,,"12528710015","Clark","7857 QUILL GORDON AVE","","LAS VEGAS","NV","89149","-115.266852","36.266843","385","0.0899908","1303","3","2.000","1998","2017-06-14","202000","58934"
"787613","0",,"4","1695",,,,,,,,,,,"12525412041","Clark","5413 RUSTY ANCHOR CT","","LAS VEGAS","NV","89130","-115.217361","36.262837","385","0.1600092","1915","3","3.000","1994","2011-07-13","120000","75527"
"787935","0",,"2","1750",,,,,,,,,,,"17608311006","Clark","15 QUAIL VALLEY ST","","LAS VEGAS","NV","89148","-115.294791","36.046944","385","0.1100092","2780","4","3.000","2002","2012-05-04","217900","108374"
"788116","0",,"1","1600",,,,,,,,,,,"20840418","Washoe","7240 BROCKWAY CT","","RENO","NV","89523","-119.903140","39.523050","385","0.1662994","1263","3","2.000","2001","2015-11-25","275000","64480"
"788301","1","-200","38","1800","67","-200",,,,,,,,,"02139412","Washoe","4360 CAMINO LINDO WAY","","RENO","NV","89502","-119.755945","39.480309","385","0.1429982","2408","4","3.000","1980","2004-10-06","312500","57581"
"788935","3","-350","51","2300","9","-100","18","-200","25","-50",,,,,"19108120009","Clark","12301 PINETINA ST","","LAS VEGAS","NV","89141","-115.183769","35.967149","385","0.0699954","1690","3","3.000","2019","2019-05-31","343715","27331"
"789418","0",,"8","2200",,,,,,,,,,,"17735212025","Clark","917 BAYBERRY RIDGE ST","","HENDERSON","NV","89052","-115.127906","35.994912","397","0.0899908","0","0","0.000",,"2019-08-19","413656","31927"
"789466","1","-100","14","1900","14","-100",,,,,,,,,"17735215044","Clark","3224 AZALEA RIDGE CT","","HENDERSON","NV","89052","-115.128828","35.992424","385","0.0699954","1780","3","3.000","2019","2019-04-24","334005","27027"
"789502","1","2995","13","0","7","2995",,,,,,,,,"16133310088","Clark","1551 MISTYWOOD CT","","HENDERSON","NV","89014","-115.056954","36.077510","385","0.1399908","3534","4","4.000","2019","2019-07-03","0","38150"
"789611","0",,"7","1800",,,,,,,,,,,"17634215122","Clark","7727 FRENCHMANS BAY AVE","","LAS VEGAS","NV","89179","-115.256265","35.991596","385","0.0800046","1966","3","3.000","2019","2019-03-27","328990","20059"
"789675","1","-80","36","1975","29","-80",,,,,,,,,"17735215015","Clark","976 LOTUS FALLS ST","","HENDERSON","NV","89052","-115.128060","35.992837","385","0.0699954","2130","3","3.000","2019","2019-06-14","362000","27027"
"789742","2","-400","40","2400","10","-200","17","-200",,,,,,,"13734322052","Clark","742 ROGUE WAVE ST","","LAS VEGAS","NV","89138","-115.367252","36.163574","385","0.0800046","1902","3","3.000","2019","2019-06-21","416790","32144"
"789768","0",,"62","5000",,,,,,,,,,,"13727417101","Clark","287 HIGHSPRING ST","","LAS VEGAS","NV","89138","-115.362949","36.176457","385","0.1899908","3869","5","4.000","2018","2019-04-10","783882","55557"
"790221","0",,"2","2895",,,,,,,,,,,"17928513002","Clark","1106 LANGSTON RANCH AVE","","HENDERSON","NV","89002","-114.944929","36.012414","385","0.1500000","3341","5","5.000","2018","2019-02-15","497200","156295"
"790261","1","-45","52","1795","41","-45",,,,,,,,,"13907512015","Clark","3821 BIRCH RIVER ST","","NORTH LAS VEGAS","NV","89032","-115.196452","36.228635","385","0.1000000","2185","3","3.000","2019","2019-02-28","295000","18589"
"790267","0",,"29","1795",,,,,,,,,,,"13907613040","Clark","4109 TOPAZ HILLS DR","","NORTH LAS VEGAS","NV","89032","-115.195715","36.225408","385","0.1500000","2185","3","3.000","2019","2019-06-17","317990","18589"
"790291","0",,"23","2000",,,,,,,,,,,"13907512014","Clark","3817 BIRCH RIVER ST","","NORTH LAS VEGAS","NV","89032","-115.196443","36.228511","385","0.1000000","2671","4","3.000","2019","2019-02-28","330000","18589"
"790445","0",,"12","1750",,,,,,,,,,,"16402224031","Clark","11392 BELMONT LAKE DR","UNIT 101","LAS VEGAS","NV","89135","-115.342319","36.155672","386","0.0000000","1745","3","3.000","2007","2008-03-11","265896","99218"
"791498","2","-120","49","1695","35","-95","20","-25",,,,,,,"17734411066","Clark","1120 VIA PASTINI","","HENDERSON","NV","89052","-115.149893","35.986948","385","0.0699954","1547","3","3.000","2010","2010-05-28","163138","77825"
"792104","0",,"3","1150",,,,,,,,,,,"13712510008","Clark","10201 DEERFIELD BEACH AVE","UNIT 104","LAS VEGAS","NV","89129","-115.317598","36.232027","366","0.0000000","1032","2","2.000","2003","2018-02-16","108006","46038"
"792363","0",,"6","1750",,,,,,,,,,,"03013708","Washoe","3263 TENABO WAY","","SPARKS","NV","89434","-119.715474","39.561264","385","0.1510101","1414","3","2.000","1978","2019-07-09","330000","43835"
"792793","0",,"1","1400",,,,,,,,,,,"091300036","Elko","2830 WRANGLER CIR","","ELKO","NV","89801","-115.810757","40.827490","373","0.3125803","1560","0","0.000","1990","2019-07-01","175000","30829"
"792997","0",,"27","1695",,,,,,,,,,,"19124813091","Clark","2852 TROSSACHS ST","","HENDERSON","NV","89044","-115.109562","35.927674","385","0.1000000","2066","4","3.000","2007","2007-05-10","325000","104784"
"793222","0",,"5","1350",,,,,,,,,,,"14029712020","Clark","4924 CANYON CREEK RD","","LAS VEGAS","NV","89110","-115.065236","36.180817","385","0.1600092","1551","4","2.000","1979","1993-06-18","82000","40480"
"793831","0",,"3","1375",,,,,,,,,,,"16330521030","Clark","9593 VILLA CALERA AVE","","LAS VEGAS","NV","89148","-115.301647","36.098749","385","0.0500000","1516","3","3.000","2005","2017-05-24","200000","67600"
"795003","0",,"2","1375",,,,,,,,,,,"12331112128","Clark","3661 BELLA LEGATO AVE","","NORTH LAS VEGAS","NV","89081","-115.094173","36.258999","385","0.1399908","1688","3","3.000","2007","2013-01-31","127000","76470"
"795004","0",,"3","1350",,,,,,,,,,,"12331114026","Clark","5472 OVERLOOK VALLEY ST","","NORTH LAS VEGAS","NV","89081","-115.092463","36.259963","385","0.1000000","1539","3","3.000","2006","2017-10-23","210000","70654"
"795006","1","-100","29","1495","18","-100",,,,,,,,,"013750004","Davis","452 WALTON DR","","NORTH SALT LAKE","UT","84054","-111.940466","40.847355","366","0.0100092","1074","2","2.000","2007","2017-04-05","0","112200"
"795050","0",,"10","1550",,,,,,,,,,,"02052114","Lyon","1026 PEPPER LN","","FERNLEY","NV","89408","-119.156103","39.592211","385","0.1427456","1494","3","2.000","2003","2015-10-23","173500","67576"
"795058","0",,"40","1100",,,,,,,,,,,"05:004:0052","Uintah","653 W 200 N","","VERNAL","UT","84078","-109.540870","40.457789","385","0.4000000","1358","0","0.000","1966",,"0","73142"
"795215","0",,"9","1850",,,,,,,,,,,"13735312022","Clark","908 PERCY ARMS ST","","LAS VEGAS","NV","89138","-115.349455","36.163116","385","0.0800046","1723","3","3.000","2005","2018-09-14","320000","84340"
"795539","0",,"7","2550",,,,,,,,,,,"17617515011","Clark","506 FIRST ON DR","","LAS VEGAS","NV","89148","-115.287570","36.038756","385","0.1000000","2891","4","3.000","2005","2014-06-16","450000","153751"
"796946","0",,"1","1650",,,,,,,,,,,"345830104","Utah","1039 S ASPEN PL","","PROVO","UT","84606","-111.628246","40.220712","366","0.0283976","1801","3","3.000","2017","2018-03-12","0","163900"
"797313","2","-55","68","1450","52","-50","28","-5",,,,,,,"26362300360000","Salt Lake","12803 S STORMY MEADOW DR","","RIVERTON","UT","84096","-112.006035","40.518769","366","0.0100092","1388","3","3.000","2002","2013-12-13","0","122870"
"798559","0",,"16","1400",,,,,,,,,,,"17830413010","Clark","700 CARNEGIE ST","APT 3812","HENDERSON","NV","89052","-115.093923","36.001620","366","0.0000230","1042","2","2.000","2002","2019-08-16","185000","45120"
"798564","0",,"5","1500",,,,,,,,,,,"12425713002","Clark","3112 BUBLIN BAY AVE","","NORTH LAS VEGAS","NV","89081","-115.104978","36.268727","385","0.1399908","1815","4","2.000","2006","2011-11-28","125000","93069"
"798603","0",,"8","2295",,,,,,,,,,,"05170212","Washoe","7275 HURST PARK RD","","RENO","NV","89502","-119.710753","39.492191","385","0.4955923","2157","4","2.000","2006","2006-04-28","528500","126785"
"798794","0",,"92","1895",,,,,,,,,,,"497600204","Utah","903 S 2040 W","","OREM","UT","84059","-111.743824","40.280237","377","0.0350092","1617","3","3.000","2014","2014-07-08","0","164505"
"799007","0",,"107","0",,,,,,,,,,,"09321020040000","Salt Lake","630 E 13TH AVE","","SALT LAKE CITY","UT","84103","-111.870612","40.783886","385","0.1899908","2276","5","4.000","1960",,"0","267685"
"799219","0",,"4","1550",,,,,,,,,,,"12521112058","Clark","7004 WONDERBERRY ST","","LAS VEGAS","NV","89131","-115.269862","36.288393","385","0.1000000","1321","3","2.000","1999","1999-09-17","123000","76438"
"799585","1","-25","49","1000","56","-25",,,,,,,,,"16304540280000","Salt Lake","428 E 3335 S","APT 27","SALT LAKE CITY","UT","84115","-111.879069","40.698446","366","0.0100092","850","2","1.000","1978","2015-06-22","0","68255"
"799683","0",,"43","1900",,,,,,,,,,,"345430028","Utah","1608 E ASPEN LOOP","","PROVO","UT","84606","-111.630050","40.220921","366","0.0368916","1679","3","4.000","2015","2015-10-15","0","174900"
"799737","0",,"5","1600",,,,,,,,,,,"0793608","Washington","337 W 225 S","","IVINS","UT","84738","-113.687151","37.164077","366","0.0699954","1839","4","2.000","2008","2019-04-04","0","154275"
"799855","1","1200","122","0","155","1200",,,,,,,,,"17605810128","Clark","7173 S DURANGO DR","UNIT 210","LAS VEGAS","NV","89113","-115.281227","36.058117","366","0.1787420","929","2","2.000","1999","2007-11-27","176833","35823"
"800586","0",,"61","900",,,,,,,,,,,"045015002","Elko","332 KIMBLE DR","","SPRING CREEK","NV","89815","-115.654555","40.809293","373","1.0000000","0","0","0.000",,"2019-06-03","49000","13339"
"800641","0",,"9","2400",,,,,,,,,,,"16320812009","Clark","4882 STAVANGER LN","","LAS VEGAS","NV","89147","-115.287364","36.100592","385","0.2100092","3668","6","4.000","1997","2003-09-26","360000","126910"
"800707","0",,"38","1395",,,,,,,,,,,"535340026","Utah","169 E 700 N","","VINEYARD","UT","84058","-111.749633","40.309867","378","0.0733701","6396","12","12.000","2016","2017-06-16","0","446600"
"800908","0",,"17","3500",,,,,,,,,,,"16312819007","Clark","3225 MOUNTAIN SPRING RD","","LAS VEGAS","NV","89146","-115.213388","36.131059","385","0.1600092","2163","4","3.000","1978","2016-07-27","0","60128"
"801260","0",,"10","1175",,,,,,,,,,,"13828224011","Clark","1145 NEVADA SKY ST","","LAS VEGAS","NV","89128","-115.278093","36.183724","386","0.0199954","1210","2","3.000","1997","2018-06-04","183340","41872"
"801322","1","45","14","1650","3","45",,,,,,,,,"17819410034","Clark","2518 NEW SALEM AVE","","HENDERSON","NV","89052","-115.095338","36.015513","385","0.1600092","1230","3","2.000","1999","2008-06-02","220000","66693"
"801421","0",,"29","1750",,,,,,,,,,,"16402224175","Clark","11420 OGDEN MILLS DR","UNIT 102","LAS VEGAS","NV","89135","-115.343156","36.154775","386","0.0000000","1603","3","3.000","2014","2013-11-26","207567","103135"
"802198","1","-50","25","1450","56","-50",,,,,,,,,"14015511012","Clark","3150 SIERRA RIDGE DR","","LAS VEGAS","NV","89156","-115.025781","36.217205","385","0.1000000","1520","4","2.000","1998","2002-08-06","137710","60389"
"802460","0",,"22","850",,,,,,,,,,,"16302111018","Clark","6717 W CHARLESTON BLVD","APT 2","LAS VEGAS","NV","89146","-115.240570","36.158183","366","0.0485767","996","2","2.000","1986","2014-04-18","85000","26550"
"802551","0",,"29","1350",,,,,,,,,,,"17714811049","Clark","8805 JEFFREYS ST","UNIT 1093","LAS VEGAS","NV","89123","-115.121969","36.028790","366","0.0000000","1127","2","2.000","2006","2005-12-02","183056","48034"
"802579","0",,"1","1195",,,,,,,,,,,"14033716012","Clark","275 LAS PALMARITAS DR","","LAS VEGAS","NV","89110","-115.048319","36.164835","385","0.1800046","1038","3","2.000","1987","2011-10-24","72000","39480"
"802884","0",,"1","1450",,,,,,,,,,,"17721312092","Clark","137 WINDY CREEK AVE","","LAS VEGAS","NV","89123","-115.166276","36.019520","385","0.1000000","1334","3","2.000","1996","2013-07-08","0","68603"
"803016","0",,"2","1075",,,,,,,,,,,"530390002","Utah","728 N 400 E","","OREM","UT","84097","-111.685861","40.310620","366","0.0100092","1220","3","2.000","1971","2019-09-20","0","80080"
"803150","0",,"12","1525",,,,,,,,,,,"02093106","Lyon","600 BROOK LN","","FERNLEY","NV","89408","-119.214537","39.593451","385","0.1416667","1635","3","2.000","2004","2004-07-07","149266","81499"
"803849","0",,"15","1495",,,,,,,,,,,"16318310020","Clark","3779 TOHONO CANYON ST","","LAS VEGAS","NV","89147","-115.312540","36.121120","386","0.0800046","1457","2","2.000","1999","2019-07-05","250000","60077"
"804107","1","-100","10","1595","16","-100",,,,,,,,,"13816112028","Clark","3029 BRIGANTINE WAY","","LAS VEGAS","NV","89128","-115.277599","36.215300","385","0.1000000","1640","3","3.000","1989","1990-04-01","114950","59322"
"804167","1","45","79","950","27","45",,,,,,,,,"16116512054","Clark","3400 CABANA DR","UNIT 2050","LAS VEGAS","NV","89122","-115.054540","36.127929","366","0.0000230","1053","2","2.000","2002","2018-01-05","118000","34477"
"804189","0",,"17","1375",,,,,,,,,,,"0373160","Washington","2050 W CANYON VIEW DR","UNIT 18","SAINT GEORGE","UT","84770","-113.626461","37.092789","366","0.0500000","1248","3","2.000","1993","2012-12-03","0","108680"
"804991","1","-25","63","1800","44","-25",,,,,,,,,"16203710028","Clark","707 CANOSA AVE","","LAS VEGAS","NV","89104","-115.144831","36.149433","385","0.2399908","1491","3","2.000","1951","2016-09-23","88888","41643"
"805112","0",,"108","370",,,,,,,,,,,"533580301","Utah","1937 N CANYON RD","APT 301","PROVO","UT","84604","-111.657089","40.259734","366","0.0300046","1374","3","2.000","2003","2019-03-12","0","121770"
"805138","0",,"4","1250",,,,,,,,,,,"21254300210000","Salt Lake","30 W 7500 S","APT 20","MIDVALE","UT","84047","-111.892389","40.615712","366","0.0100092","1123","3","2.000","2000","2017-10-05","0","88770"
"805332","0",,"18","1250",,,,,,,,,,,"403580119","Utah","956 W 580 S","UNIT 119","PLEASANT GROVE","UT","84062","-111.754392","40.357872","366","0.0289945","1250","3","2.000","2005","2017-06-01","0","107085"
"805624","0",,"7","1600",,,,,,,,,,,"08654137","Washoe","15022 HUMITE LN","","RENO","NV","89506","-119.878141","39.642675","385","0.0600092","1587","4","3.000","1979","2016-07-22","197500","30812"
"806334","0",,"57","950",,,,,,,,,,,"471970031","Utah","1016 W 1360 S","","OREM","UT","84058","-111.719837","40.272503","366","0.0230028","1031","2","2.000","2001","2009-07-17","0","95315"
"806342","0",,"12","2395",,,,,,,,,,,"17731113003","Clark","10710 DEL RUDINI ST","","LAS VEGAS","NV","89141","-115.201057","35.995353","385","0.1800046","2540","3","3.000","2001","2015-05-26","365000","125282"
"806910","0",,"28","1650",,,,,,,,,,,"13825811020","Clark","5121 DANCER WAY","","LAS VEGAS","NV","89107","-115.211673","36.175283","385","0.1699954","2163","4","3.000","1980","2014-08-01","0","59035"
"807164","0",,"34","850",,,,,,,,,,,"13815611323","Clark","2801 N RAINBOW BLVD","APT 235","LAS VEGAS","NV","89108","-115.245203","36.211521","366","0.0000000","695","1","1.000","1990","2005-10-10","116990","21221"
"807204","0",,"17","1395",,,,,,,,,,,"12512611066","Clark","8532 WARTHEN MEADOWS ST","","LAS VEGAS","NV","89131","-115.210632","36.315929","385","0.1199954","1474","3","2.000","2003","2017-11-20","171274","69662"
"807290","0",,"30","1500",,,,,,,,,,,"17710310005","Clark","7791 LOCKE HAVEN DR","","LAS VEGAS","NV","89123","-115.149611","36.047933","385","0.1699954","1596","3","2.000","1994","2017-05-03","0","80593"
"807396","0",,"47","3200",,,,,,,,,,,"13725221045","Clark","10800 CEDAR FOREST AVE","","LAS VEGAS","NV","89144","-115.331505","36.183043","385","0.2399908","2668","4","3.000","1999","2018-12-18","620000","146185"
"808275","0",,"56","1595",,,,,,,,,,,"12422313052","Clark","609 PAINTED OPUS PL","","NORTH LAS VEGAS","NV","89084","-115.150016","36.282568","385","0.1000000","2224","4","3.000","2001","2011-03-15","90000","84196"
"808427","0",,"13","1700",,,,,,,,,,,"01313502","Washoe","701 WILKINSON AVE","","RENO","NV","89502","-119.795936","39.519127","385","0.2230028","892","2","1.000","1951","2019-08-21","0","31526"
"808486","1","-150","11","2150","10","-150",,,,,,,,,"16402224009","Clark","11500 BELMONT LAKE DR","UNIT 105","LAS VEGAS","NV","89135","-115.345563","36.155743","386","0.0000000","2058","3","3.000","2007","2019-09-09","360000","108649"
"808716","0",,"13","1150",,,,,,,,,,,"17721220009","Clark","68 E SERENE AVE","UNIT 112","LAS VEGAS","NV","89123","-115.170421","36.021708","366","0.0000000","1038","2","2.000","2006","2009-03-25","131000","62684"
"808776","1","100","15","1600","13","100",,,,,,,,,"02056122","Lyon","1624 RAY CT","","FERNLEY","NV","89408","-119.145130","39.583452","385","0.1606290","1713","3","2.000","2004","2005-05-24","216665","84297"
"808991","0",,"4","1900",,,,,,,,,,,"17820412019","Clark","2042 HOBBYHORSE AVE","","HENDERSON","NV","89012","-115.075229","36.013853","385","0.2899908","1810","3","2.000","1996","2016-09-30","312000","80877"
"809109","1","320","34","1275","14","320",,,,,,,,,"01132408","Washoe","221 MARTIN ST","","RENO","NV","89509","-119.812032","39.514494","369","0.1289945","2374","4","3.000","1956","2018-10-22","480000","53130"
"809287","1","-500","8","4000","6","-500",,,,,,,,,"22352790470000","Salt Lake","8176 S WASATCH HAVEN CT","","COTTONWOOD HEIGHTS","UT","84121","-111.797046","40.602555","377","0.1699954","3028","3","3.000","2005","2006-04-25","0","352220"
