"parcel_id","num_changes","tot_rent_change","total_days_on_market","initial_rent","days_til_first_change","first_change_amt","days_til_second_change","second_change_amt","days_til_third_change","third_change_amt","days_til_fourth_change","fourth_change_amt","days_til_fifth_change","fifth_change_amt","parcel_number","parcel_county","parcel_address1","parcel_address2","parcel_city","parcel_state","parcel_zipcode","parcel_longitude","parcel_latitude","land_use","acres","sqft_total","bedroom_count","bathroom_count","year_built","last_sale","last_price","total_value"
"128","0",,"5","1150",,,,,,,,,,,"12433719056","Clark","5036 TREASURE HILLS ST","","NORTH LAS VEGAS","NV","89031","-115.154835","36.251780","386","0.0800046","1421","3","2.000","2006","2015-08-31","128000","64311"
"227","0",,"8","1150",,,,,,,,,,,"B-1958-0002-000B","Iron","257 E 3025 N","","CEDAR CITY","UT","84721","-113.057423","37.731860","386","0.0250000","0","0","0.000",,,"0","92950"
"399","2","-100","24","1495","25","-50","6","-50",,,,,,,"02149149","Washoe","4418 MATICH DR","","RENO","NV","89502","-119.749263","39.475540","366","0.0010101","1034","2","3.000","1985","2014-12-15","115000","30333"
"552","0",,"9","1495",,,,,,,,,,,"12427712035","Clark","5804 SIERRA CLIFF ST","","NORTH LAS VEGAS","NV","89031","-115.139655","36.265633","385","0.1100092","2039","2","3.000","2008","2013-05-20","130000","90942"
"631","0",,"16","1490",,,,,,,,,,,"12422811083","Clark","6461 RAVEN HALL ST","","NORTH LAS VEGAS","NV","89084","-115.141522","36.277937","385","0.0600092","1575","4","3.000","2004","2018-03-01","215000","69884"
"661","1","-100","38","1525","30","-100",,,,,,,,,"13836812009","Clark","5128 PADUA WAY","","LAS VEGAS","NV","89107","-115.212570","36.162576","385","0.1300046","1516","3","2.000","1993","2016-09-15","181000","67006"
"863","0",,"36","7500",,,,,,,,,,,"16303416003","Clark","2260 VILLEFORT CT","","LAS VEGAS","NV","89117","-115.253478","36.146635","385","0.4100092","6894","4","6.000","2003","2014-08-11","1225000","482236"
"1470","0",,"32","2795",,,,,,,,,,,"21420204","Washoe","1870 HUNTER CREEK RD","","RENO","NV","89519","-119.863323","39.492541","385","0.1399908","1836","2","2.000","1999","2016-05-06","425000","109898"
"1624","0",,"26","1820",,,,,,,,,,,"0445406","Washington","3091 WINDMILL CIR","","SANTA CLARA","UT","84765","-113.654041","37.142468","385","0.2500000","2081","3","2.000","1994","2006-11-27","0","182325"
"1650","2","-195","39","1795","6","-100","15","-95",,,,,,,"09-105-0016","Cache","346 SUNBURST LN","","RICHMOND","UT","84333","-111.798735","41.933326","385","0.2600092","1192","0","0.000","2004",,"0","220650"
"1824","0",,"20","1400",,,,,,,,,,,"17823611003","Clark","737 SOLITUDE POINT AVE","","HENDERSON","NV","89012","-115.018874","36.022010","386","0.0600092","1371","3","3.000","2000","2013-06-05","0","55866"
"2426","0",,"23","800",,,,,,,,,,,"16220111062","Clark","4200 S VALLEY VIEW BLVD","UNIT 2110","LAS VEGAS","NV","89103","-115.188226","36.113625","366","0.0000000","680","1","1.000","1990","2018-06-18","0","26417"
"2497","0",,"21","1495",,,,,,,,,,,"32103520070000","Salt Lake","7072 W ECHO BLUFF CIR","","HERRIMAN","UT","84096","-112.059603","40.481263","385","0.9800046","2249","6","4.000",,"2016-03-28","0","415415"
"2575","0",,"1","340",,,,,,,,,,,"362310022","Utah","765 E 750 N","APT 10","PROVO","UT","84606","-111.645387","40.244093","366","0.0239899","1040","2","2.000","1983","2008-05-15","0","133650"
"2645","0",,"21","1850",,,,,,,,,,,"17830710105","Clark","2305 W HORIZON RIDGE PKWY","APT 3411","HENDERSON","NV","89052","-115.088510","36.004731","366","0.0000000","1200","2","2.000","2004","2014-06-02","120100","50540"
"2736","1","-50","17","1600","16","-50",,,,,,,,,"12510814015","Clark","6908 BRIER CREEK LN","","LAS VEGAS","NV","89131","-115.245263","36.305953","385","0.1199954","1681","3","2.000","2004","2009-02-17","178000","91416"
"2929","0",,"36","2300",,,,,,,,,,,"132033212007","Douglas","1532 SNAFFLE BIT DR","","GARDNERVILLE","NV","89410","-119.749524","38.949147","385","0.2257346","2117","0","0.000","2015","2015-10-16","352775","112678"
"3051","0",,"35","1325",,,,,,,,,,,"12431114089","Clark","5402 PEONY CT","","NORTH LAS VEGAS","NV","89031","-115.205663","36.258039","385","0.0699954","1703","3","3.000","2001","2010-01-29","0","64958"
"3801","1","-100","7","1900","7","-100",,,,,,,,,"13724112087","Clark","10608 GRAND CYPRESS AVE","","LAS VEGAS","NV","89134","-115.329198","36.202786","385","0.1699954","2176","3","2.000","1997","1997-10-08","227000","92816"
"3896","0",,"5","1550",,,,,,,,,,,"09021211","Washoe","7820 BIG RIVER DR","","RENO","NV","89506","-119.906741","39.633038","385","0.1190083","990","3","2.000","1994","2006-06-28","250000","46309"
"4069","3","-75","97","900","22","-5","75","30","56","-100",,,,,"B-1805-000B-0004","Iron","576 W 1045 N","APT B4","CEDAR CITY","UT","84721","-113.071346","37.696858","366","0.0000000","0","0","0.000",,,"0","95000"
"4630","1","-50","11","1295","4","-50",,,,,,,,,"0042054","Washington","2432 E 750 NORTH CIR","","SAINT GEORGE","UT","84790","-113.532094","37.121011","385","0.2600092","1066","2","1.000","1976","2016-10-06","0","93720"
"4682","1","-50","20","1620","15","-50",,,,,,,,,"0433543","Washington","150 S CRYSTAL LAKES DR","UNIT 45","SAINT GEORGE","UT","84770","-113.628975","37.106155","366","0.1000000","2147","4","3.000","1994","2005-05-11","0","169895"
"4745","0",,"7","850",,,,,,,,,,,"16325210095","Clark","5166 S JONES BLVD","UNIT 207","LAS VEGAS","NV","89118","-115.223660","36.095610","366","0.0528926","668","1","1.000","1989","2019-02-08","116000","23336"
"4916","4","-350","84","2345","72","-120","31","-80","11","-70","5","-80",,,"51648202","Washoe","731 TEMPIUTE CT","","SPARKS","NV","89436","-119.733030","39.579937","385","0.1769054","2012","4","3.000","2015","2015-03-31","295000","113902"
"5905","1","-100","38","1795","27","-100",,,,,,,,,"084550020","Weber","3384 W 4225 S","","WEST HAVEN","UT","84401","-112.059490","41.186890","385","0.1000000","1327","4","3.000","2010","2015-08-21","0","143000"
"6071","0",,"28","1200",,,,,,,,,,,"14006315033","Clark","4331 FERNGROVE WAY","","LAS VEGAS","NV","89115","-115.093070","36.238408","385","0.1399908","1148","3","2.000","1995","2011-11-30","57000","44342"
"6544","2","-100","64","2300","23","-50","14","-50",,,,,,,"415220015","Utah","4342 N FOXTRAIL DR","","LEHI","UT","84043","-111.883692","40.441089","385","0.3339991","2408","4","3.000","2007","2019-04-05","0","206525"
"6940","0",,"2","1400",,,,,,,,,,,"076750056","Weber","6136 S 1450 E","","SOUTH OGDEN","UT","84405","-111.942230","41.151088","385","0.0600092","1436","3","2.500","2006","2018-12-21","0","127050"
"7074","0",,"7","1325",,,,,,,,,,,"384530036","Utah","239 N 680 E","","VINEYARD","UT","84059","-111.736919","40.301335","378","0.0682736","5794","12","10.000","2014","2018-04-16","0","352605"
"7277","1","-50","11","1795","27","-50",,,,,,,,,"14027614060","Clark","6531 LUCKY BOY DR","","LAS VEGAS","NV","89110","-115.030599","36.181604","385","0.2100092","2349","4","2.000","1997","2018-12-28","300000","94934"
"7314","0",,"6","1495",,,,,,,,,,,"12434513030","Clark","220 GRANDFALLS BLUFF AVE","","NORTH LAS VEGAS","NV","89031","-115.142915","36.261225","385","0.1000000","2793","4","3.000","2007","2010-12-30","125000","91422"
"7828","0",,"9","950",,,,,,,,,,,"032070001","Davis","330 N 100 E","APT 1","BOUNTIFUL","UT","84010","-111.878158","40.892949","366","0.0138659","1264","2","1.500","1972","2007-08-09","0","85250"
"7951","0",,"4","1895",,,,,,,,,,,"27164510160000","Salt Lake","2572 W 10950 S","","SOUTH JORDAN","UT","84095","-111.955091","40.552698","385","0.4300046","1662","3","1.000","1987",,"0","239400"
"8316","0",,"31","2195",,,,,,,,,,,"16519303","Washoe","1855 CASCADE STABLE DR","","RENO","NV","89521","-119.732825","39.444202","385","0.1205234","1855","3","2.000","2017","2017-09-11","367500","105896"
"8491","0",,"17","2200",,,,,,,,,,,"13726513029","Clark","1221 SWANBROOKE DR","","LAS VEGAS","NV","89144","-115.341778","36.186362","385","0.1300046","2100","5","3.000","2000","2013-08-13","276100","99107"
"9019","0",,"10","4000",,,,,,,,,,,"17720311010","Clark","9392 JEREMY BLAINE CT","","LAS VEGAS","NV","89139","-115.189048","36.019318","385","0.4100092","4275","4","5.000","2005","2005-07-12","782184","234680"
"9942","0",,"3","1995",,,,,,,,,,,"03611120","Washoe","755 SAGE VIEW CT","","SPARKS","NV","89434","-119.732778","39.545257","385","0.3039945","1792","4","2.000","1976","1988-09-23","107250","44586"
"9954","0",,"4","1375",,,,,,,,,,,"498220805","Utah","42 W SILVER SPRINGS DR","","VINEYARD","UT","84058","-111.754615","40.309189","366","0.0290174","1265","3","2.000","2017","2017-06-30","0","112750"
"10230","1","-10","23","1245","5","-10",,,,,,,,,"03110030","Washoe","2134 CANNONBALL RD","","SPARKS","NV","89431","-119.772327","39.541666","366","0.0010101","1080","2","2.000","1978","2014-12-08","63000","23892"
"10250","1","250","42","1295","42","250",,,,,,,,,"17619610017","Clark","9614 VEGA CARPIO AVE","","LAS VEGAS","NV","89178","-115.302822","36.022435","385","0.0699954","2236","3","3.000","2013","2013-12-03","230770","93864"
"10393","0",,"18","1495",,,,,,,,,,,"17621315006","Clark","9474 BOROUGH PARK ST","","LAS VEGAS","NV","89178","-115.277500","36.015939","386","0.0800046","1404","3","2.000","2006","2014-04-18","160900","69908"
"10590","0",,"18","1750",,,,,,,,,,,"51002112","Washoe","6697 S DREXEL DR","","SPARKS","NV","89436","-119.742340","39.589220","385","0.1390037","1304","3","2.000","1996","1999-11-29","155000","61112"
"10612","0",,"30","3000",,,,,,,,,,,"17715812015","Clark","8870 STAR CANYON WAY","","LAS VEGAS","NV","89123","-115.142616","36.028476","385","0.2899908","2313","4","3.000","1997","2005-03-14","480000","111534"
"10752","0",,"6","1425",,,,,,,,,,,"12426814040","Clark","2308 SHADED FIELD AVE","","NORTH LAS VEGAS","NV","89081","-115.118535","36.264170","385","0.1300046","2316","4","3.000","2012","2012-07-12","162094","89854"
"11026","0",,"30","1425",,,,,,,,,,,"456080004","Utah","128 E 630 N","","VINEYARD","UT","84059","-111.750643","40.308205","366","0.0165289","1860","3","3.000","2017","2017-10-23","0","128205"
"11317","3","-50","188","1450","131","50","85","-75","24","-25",,,,,"33072760150000","Salt Lake","4148 W MINER VIEW LN","","HERRIMAN","UT","84096","-111.989442","40.489346","361","0.0699954","8460","0","0.000",,"2017-04-10","0","491645"
"11318","3","-50","208","1400","204","50","12","-75","24","-25",,,,,"33072760160000","Salt Lake","4138 W MINER VIEW LN","","HERRIMAN","UT","84096","-111.989285","40.489376","369","0.0300046","3549","6","6.000",,"2017-04-10","0","177705"
"11319","0",,"116","1400",,,,,,,,,,,"33072760170000","Salt Lake","4128 W MINER VIEW LN","","HERRIMAN","UT","84096","-111.989079","40.489433","361","0.0699954","8460","0","0.000",,"2017-04-10","0","491645"
"11382","0",,"2","1550",,,,,,,,,,,"01985227","Lyon","253 GORDON LN","","DAYTON","NV","89403","-119.534971","39.303786","385","0.3205693","1440","3","2.000","1999","2004-12-01","219000","68833"
"11558","0",,"9","3500",,,,,,,,,,,"01751016","Washoe","2495 STAR POINTE DR","","RENO","NV","89521","-119.722826","39.372390","385","0.5492424","2557","4","3.000","2016","2016-10-04","555000","172732"
"11968","0",,"23","1495",,,,,,,,,,,"17620112001","Clark","9310 WINEBROOK AVE","","LAS VEGAS","NV","89148","-115.295493","36.025128","385","0.0800046","2206","4","3.000","2006","2016-08-03","245000","91281"
"12007","0",,"36","2795",,,,,,,,,,,"14118304","Washoe","2240 RENZO WAY","","RENO","NV","89521","-119.725724","39.439187","385","0.1779844","2294","3","3.000","2014","2018-12-28","517000","114844"
"12099","2","-200","29","1300","6","-100","17","-100",,,,,,,"13822212051","Clark","2124 CALVILLE ST","UNIT 102","LAS VEGAS","NV","89128","-115.258822","36.199942","366","0.0459137","1014","2","2.000","1999","2015-05-18","85000","37926"
"12100","1","-100","24","1300","12","-100",,,,,,,,,"17830810040","Clark","830 CARNEGIE ST","APT 524","HENDERSON","NV","89052","-115.092199","36.000802","366","0.0000000","1033","2","2.000","2003","2011-08-22","65000","44669"
"12108","0",,"2","1600",,,,,,,,,,,"17727312053","Clark","10138 ROCKY TREE ST","","LAS VEGAS","NV","89183","-115.150920","36.005732","386","0.0500000","1284","2","3.000","2003","2013-05-03","95000","54303"
"12110","1","100","35","1700","130","100",,,,,,,,,"17711611088","Clark","2233 BUFFALO RUN AVE","","LAS VEGAS","NV","89123","-115.120855","36.051643","385","0.0500000","1786","3","3.000","2000","2013-08-12","170000","71658"
"12114","0",,"8","1300",,,,,,,,,,,"17830810018","Clark","830 CARNEGIE ST","APT 312","HENDERSON","NV","89052","-115.091341","36.000823","366","0.0000000","1033","2","2.000","2003","2016-07-22","121000","44669"
"12115","0",,"19","1450",,,,,,,,,,,"17830810106","Clark","830 CARNEGIE ST","APT 1412","HENDERSON","NV","89052","-115.091594","36.001275","366","0.0000000","1253","2","2.000","2003","2012-05-31","90000","49563"
"12120","3","200","64","1400","8","300","32","-50","5","-50",,,,,"17727312100","Clark","10201 ROLLING TREE ST","","LAS VEGAS","NV","89183","-115.150761","36.004647","386","0.0500000","1510","3","3.000","2003","2013-07-11","125000","58892"
"12123","0",,"9","1600",,,,,,,,,,,"17612412006","Clark","5924 W SANTOLI AVE","","LAS VEGAS","NV","89139","-115.222917","36.044139","385","0.0500000","1187","2","3.000","2004","2013-05-29","0","60874"
"12130","1","-50","19","1700","29","-50",,,,,,,,,"17712621059","Clark","328 MALI HEIGHTS CT","","HENDERSON","NV","89074","-115.107421","36.050722","386","0.0199954","1496","3","3.000","2006","2013-04-19","102000","66589"
"12131","0",,"70","1500",,,,,,,,,,,"17830810105","Clark","830 CARNEGIE ST","APT 1411","HENDERSON","NV","89052","-115.091594","36.001275","366","0.0000000","1253","2","2.000","2003","2011-04-14","80000","49563"
"12134","3","250","64","1250","33","50","57","100","23","100",,,,,"17830810108","Clark","830 CARNEGIE ST","APT 1414","HENDERSON","NV","89052","-115.091594","36.001275","366","0.0000000","1253","2","2.000","2003","2012-03-28","84200","49563"
"12135","0",,"17","1400",,,,,,,,,,,"17735610051","Clark","950 SEVEN HILLS DR","UNIT 513","HENDERSON","NV","89052","-115.120322","35.992564","366","0.0000000","1159","3","2.000","2001","2013-03-28","97000","42506"
"12138","0",,"22","1500",,,,,,,,,,,"17830810071","Clark","830 CARNEGIE ST","APT 923","HENDERSON","NV","89052","-115.092183","36.001984","366","0.0000000","1253","2","2.000","2003","2012-10-31","92000","49563"
"12144","0",,"77","1500",,,,,,,,,,,"17830810041","Clark","830 CARNEGIE ST","APT 611","HENDERSON","NV","89052","-115.092180","36.001174","366","0.0000000","1253","2","2.000","2003","2010-01-22","95000","49563"
"12148","0",,"19","1400",,,,,,,,,,,"17830810055","Clark","830 CARNEGIE ST","APT 723","HENDERSON","NV","89052","-115.092166","36.001444","366","0.0000000","1033","2","2.000","2003","2011-06-22","65000","44669"
"12549","2","-50","56","1400","42","-25","7","-25",,,,,,,"13818213174","Clark","10020 HEYFIELD DR","","LAS VEGAS","NV","89134","-115.314875","36.211953","386","0.0699954","1333","2","2.000","1994","2003-12-08","219900","56810"
"12808","0",,"8","1220",,,,,,,,,,,"0463623","Washington","252 N 400 W","APT 5","SAINT GEORGE","UT","84770","-113.590821","37.112380","366","0.0399908","1182","3","2.000","1993","2010-04-21","0","96415"
"12810","0",,"2","1395",,,,,,,,,,,"01159212","Washoe","255 N SIERRA ST","UNIT 521","RENO","NV","89501","-119.815438","39.527765","366","0.0196281","855","1","1.000","1978","2016-11-10","160000","28000"
"12988","0",,"6","1200",,,,,,,,,,,"0674534","Washington","232 E 250 SOUTH ST","","WASHINGTON","UT","84780","-113.505998","37.126857","385","0.1699954","1521","5","3.000","2004","2013-02-12","0","194425"
"13175","2","-100","33","1600","16","-50","19","-50",,,,,,,"17636215066","Clark","5987 ALLANCHE AVE","","LAS VEGAS","NV","89141","-115.223937","35.993505","385","0.0899908","1837","3","3.000","2004","2016-01-06","220000","83011"
"13355","1","-45","47","1895","43","-45",,,,,,,,,"651340267","Utah","2327 N 2400 W","","LEHI","UT","84043","-111.888856","40.416536","385","0.1350092","1367","3","2.000","2006","2007-01-25","0","180565"
"13710","0",,"20","1369",,,,,,,,,,,"16272780130000","Salt Lake","2646 E 2980 S","","SALT LAKE CITY","UT","84109","-111.816276","40.706031","385","0.2000000","1140","2","1.000","1948",,"0","158015"
"15159","0",,"3","2220",,,,,,,,,,,"0535255","Washington","1763 BOULDER MOUNTAIN RD","","SAINT GEORGE","UT","84790","-113.546935","37.082073","385","0.2300046","3260","4","4.000","1999","2010-05-17","0","276045"
"15392","0",,"7","700",,,,,,,,,,,"130630047","Davis","2339 N 300 W","","SUNSET","UT","84015","-112.032197","41.147834","369","0.2000000","1100","4","2.000","1958","2007-03-27","0","103400"
"15483","1","-20","9","1595","17","-20",,,,,,,,,"17810311127","Clark","256 CORVALLIS CT","","HENDERSON","NV","89074","-115.043805","36.047078","385","0.1600092","1422","3","2.000","1997","2014-07-07","195000","70515"
"15620","0",,"2","1625",,,,,,,,,,,"17819110208","Clark","2407 TOTTINGHAM RD","","HENDERSON","NV","89074","-115.093349","36.025676","385","0.1000000","1517","3","3.000","1994","2019-03-26","290000","60841"
"15920","0",,"14","750",,,,,,,,,,,"1-40-35","Sevier","180 E 300 N","","RICHFIELD","UT","84701",,,"385","0.2100092","1275","0","2.000","1962",,"0","60240"
"16363","0",,"4","1750",,,,,,,,,,,"12425812026","Clark","5705 EARTHSONG CT","","NORTH LAS VEGAS","NV","89081","-115.104952","36.263698","385","0.1899908","2942","4","3.000","2005","2014-06-30","260000","109345"
"16488","2","-300","85","2295","55","-200","16","-100",,,,,,,"416140406","Utah","1383 E 550 N","","LEHI","UT","84043","-111.827166","40.395203","385","0.2149908","2045","3","4.000","2007","2010-07-28","0","247390"
"16605","2","39","15","760","140","99","30","-60",,,,,,,"22174810220000","Salt Lake","6163 S 1300 E W","","SALT LAKE CITY","UT","84121","-111.853948","40.639044","366","0.0100092","615","1","1.000","1984","2007-01-31","0","64790"
"16669","0",,"1","1899",,,,,,,,,,,"16508410","Washoe","1905 CAVE ROCK RD","","RENO","NV","89521","-119.733210","39.442218","385","0.0732323","1554","3","3.000","2008","2015-12-23","265000","75481"
"16670","0",,"7","2100",,,,,,,,,,,"16104204","Washoe","9640 GLEN RIDGE DR","","RENO","NV","89521","-119.737708","39.441264","385","0.1955464","2229","3","2.000","2002","2016-02-03","0","95894"
"17134","0",,"2","1795",,,,,,,,,,,"12330611020","Clark","4028 GASTER AVE","","NORTH LAS VEGAS","NV","89081","-115.085766","36.270769","385","0.1399908","3000","5","4.000","2006","2018-06-15","325000","104571"
"17201","3","-50","165","1850","37","-55","20","-45","16","50",,,,,"17717510019","Clark","8255 LAS VEGAS BLVD S","UNIT 217","LAS VEGAS","NV","89123","-115.176107","36.039857","366","0.0000000","1253","2","2.000","2008","2018-07-05","299900","101320"
"17515","0",,"4","1300",,,,,,,,,,,"16121510087","Clark","4194 ORANGE MIST WAY","","LAS VEGAS","NV","89122","-115.053738","36.113147","385","0.1500000","1348","4","2.000","1998","2011-01-10","73200","56865"
"17568","0",,"3","900",,,,,,,,,,,"13919311175","Clark","1810 N DECATUR BLVD","UNIT 203","LAS VEGAS","NV","89108","-115.205659","36.192572","366","0.0414141","945","2","2.000","1985","2017-06-16","75000","23497"
"17906","1","-50","28","1500","25","-50",,,,,,,,,"12508311003","Clark","8936 SPINNING WHEEL AVE","","LAS VEGAS","NV","89143","-115.290960","36.313664","385","0.1199954","1786","4","3.000","1999","2010-12-01","127500","72915"
"17993","0",,"2","1200",,,,,,,,,,,"13907414033","Clark","3335 BAY HORSE CT","","NORTH LAS VEGAS","NV","89032","-115.200184","36.220344","385","0.1300046","1584","3","2.000","2000","2018-06-28","227000","69100"
"18291","0",,"26","1510",,,,,,,,,,,"651620008","Utah","1946 N HOLLOW CT","","LEHI","UT","84043","-111.862589","40.411496","377","0.0219927","1315","3","3.000","2007","2019-03-06","0","110000"
"18624","1","48","29","1150","21","48",,,,,,,,,"12520215242","Clark","6955 N DURANGO DR","UNIT 1102","LAS VEGAS","NV","89149","-115.289153","36.286767","366","0.0000000","1028","2","2.000","2004","2005-11-22","188000","42098"
"19099","0",,"23","800",,,,,,,,,,,"05-0016-0030","Beaver","81 S 400 W","","MILFORD","UT","84751",,,"373","0.1500000","864","0","0.000","1905",,"0","39206"
"19586","0",,"10","1425",,,,,,,,,,,"22313030320000","Salt Lake","74 E RESACA DR","UNIT B8","SANDY","UT","84070","-111.888820","40.601552","366","0.0100092","1185","3","2.000","2007",,"0","110770"
"20077","1","-25","9","1291","25","-25",,,,,,,,,"0726219","Washington","3155 S HIDDEN VALLEY DR","# 19","SAINT GEORGE","UT","84790","-113.568793","37.053661","366","0.0199954","1430","3","2.500","2004","2004-09-20","0","100430"
"20230","0",,"3","1380",,,,,,,,,,,"16322218002","Clark","7512 MYCROFT CT","","LAS VEGAS","NV","89147","-115.254817","36.108386","385","0.1100092","1293","3","2.000","1994","2010-03-25","0","58854"
"20374","0",,"21","1000",,,,,,,,,,,"13816120277","Clark","3151 SOARING GULLS DR","UNIT 2029","LAS VEGAS","NV","89128","-115.275856","36.218096","366","0.0000000","1074","2","2.000","1989","2015-02-17","60000","29970"
"20428","0",,"5","700",,,,,,,,,,,"17801710031","Clark","1603 JUSTIN CT","","HENDERSON","NV","89011","-114.998613","36.062803","366","0.0644858","975","2","1.000","1984","2018-11-06","54920","22938"
"20779","0",,"5","1595",,,,,,,,,,,"16327711018","Clark","7216 WINDING CREEK DR","","LAS VEGAS","NV","89113","-115.249235","36.090048","385","0.1100092","2251","4","3.000","1997","2010-04-16","184200","93430"
"20850","0",,"72","1600",,,,,,,,,,,"17726212040","Clark","1698 ADOBE FROST CT","","LAS VEGAS","NV","89183","-115.129152","36.007609","385","0.0899908","1741","4","3.000","2000","1999-08-23","138500","86119"
"21038","0",,"10","1850",,,,,,,,,,,"02353106","Washoe","2017 TREMONT LN","","RENO","NV","89509","-119.808719","39.478689","366","0.0010101","1384","2","2.000","1978","2012-12-28","0","46170"
"21068","0",,"3","1485",,,,,,,,,,,"17629110028","Clark","9330 NETHERFIELD AVE","","LAS VEGAS","NV","89178","-115.296555","36.011915","385","0.0600092","1715","4","3.000","2006","2008-12-17","205000","81405"
"21140","0",,"28","1550",,,,,,,,,,,"17608216034","Clark","156 DUCK HOLLOW AVE","","LAS VEGAS","NV","89148","-115.292861","36.048861","385","0.0899908","2063","4","3.000","2002","2002-05-22","190990","89722"
"21246","1","150","40","1675","6","150",,,,,,,,,"12407311098","Clark","4328 DESERT HOME AVE","","NORTH LAS VEGAS","NV","89085","-115.199478","36.312280","385","0.1100092","2495","3","3.000","2006","2013-10-04","225000","103531"
"21260","1","-50","94","1250","36","-50",,,,,,,,,"001740047","Elko","1102 LAMOILLE HWY","","ELKO","NV","89801","-115.744995","40.829253","165","0.1881772","1261","0","0.000","1989","2018-03-05","150000","42933"
"21385","0",,"4","1395",,,,,,,,,,,"13904817039","Clark","1212 MENSA AVE","","NORTH LAS VEGAS","NV","89032","-115.159293","36.232681","385","0.1500000","1484","3","2.000","2012","2012-09-25","131745","76377"
"21414","0",,"6","2200",,,,,,,,,,,"17614113188","Clark","8172 DEERFIELD RANCH CT","","LAS VEGAS","NV","89139","-115.237419","36.040299","385","0.1399908","3313","4","3.000","2009","2009-12-22","356450","117705"
"21585","0",,"7","1420",,,,,,,,,,,"0028418","Washington","311 N 100 E","","SAINT GEORGE","UT","84770","-113.581414","37.113603","385","0.2199954","2556","3","2.000","1974",,"0","144540"
"21690","0",,"1","2350",,,,,,,,,,,"19005314005","Clark","1405 ANTIENNE DR","","HENDERSON","NV","89052","-115.075335","35.974769","385","0.2100092","2561","4","3.000","2003","2003-06-24","338890","135540"
"22182","0",,"35","1766",,,,,,,,,,,"0208424","Washington","3008 BLOOMINGTON HILLS DR","","SAINT GEORGE","UT","84790","-113.560117","37.056309","385","0.3399908","1680","4","2.500","1978",,"0","149820"
"22475","0",,"39","2400",,,,,,,,,,,"19104114014","Clark","36 CANOPUS RIDGE WAY","","LAS VEGAS","NV","89183","-115.171620","35.984379","385","0.1199954","2782","5","3.000","2016","2018-03-15","400000","131568"
"22700","1","-200","47","1520","35","-200",,,,,,,,,"0314958","Washington","978 N 2075 EAST CIR","","SAINT GEORGE","UT","84770","-113.539060","37.124747","385","0.2300046","1616","2","2.000","1984",,"0","125840"
"24915","2","-155","39","1850","15","-100","16","-55",,,,,,,"17731711100","Clark","10978 LADYBURN CT","","LAS VEGAS","NV","89141","-115.195016","35.989875","385","0.1100092","2162","4","3.000","2006","2008-10-16","315000","94169"
"25051","0",,"40","2100",,,,,,,,,,,"16164260250000","Salt Lake","1809 S 1800 E","","SALT LAKE CITY","UT","84108","-111.839130","40.731288","369","0.1600092","1692","4","2.000","1953","2017-02-16","0","221375"
"25130","1","-70","52","1095","45","-70",,,,,,,,,"14023217144","Clark","6800 E LAKE MEAD BLVD","UNIT 2072","LAS VEGAS","NV","89156","-115.024648","36.196690","366","0.0454545","1084","3","2.000","1990","2019-04-24","106800","28229"
"25178","2","-225","172","1150","62","-150","64","-75",,,,,,,"26421612051","Clark","1904 LAS PALMAS LN","APT 102","LAUGHLIN","NV","89029","-114.623903","35.146555","366","0.0305326","1023","2","2.000","1987","1988-05-04","87950","23348"
"25313","0",,"12","1895",,,,,,,,,,,"13819416027","Clark","1829 LYELL CANYON LN","","LAS VEGAS","NV","89134","-115.312699","36.192276","385","0.1199954","1548","3","2.000","1996","2019-05-10","0","74546"
"25337","0",,"21","1650",,,,,,,,,,,"02093309","Lyon","1659 ROUND UP RD","","FERNLEY","NV","89408","-119.213243","39.594268","385","0.1379706","1355","3","2.000","2003","2017-08-23","199000","74149"
"25422","0",,"8","1400",,,,,,,,,,,"13809210022","Clark","8108 AHEY RD","","LAS VEGAS","NV","89129","-115.270825","36.228049","385","0.0899908","1296","3","2.000","1995","1995-01-11","103500","56186"
"25464","0",,"3","1680",,,,,,,,,,,"12613116115","Clark","7920 BARTLETT PEAK ST","","LAS VEGAS","NV","89166","-115.328354","36.304831","385","0.0800046","1607","3","3.000","2013","2018-06-20","270500","90888"
"26009","0",,"38","1700",,,,,,,,,,,"19113811142","Clark","2318 SAND LILY ST","","HENDERSON","NV","89052","-115.106751","35.941869","385","0.1300046","1496","2","2.000","2004","2016-05-10","255000","84327"
"26010","0",,"9","1595",,,,,,,,,,,"19113514002","Clark","1944 SIOUX CITY CT","","HENDERSON","NV","89052","-115.105221","35.955096","385","0.1899908","1482","2","2.000","2002","2018-02-16","306000","83639"
"26045","0",,"8","1300",,,,,,,,,,,"17921813001","Clark","740 SPOTTED EAGLE ST","","HENDERSON","NV","89015","-114.948723","36.014903","386","0.0600092","1370","3","3.000","2004","2019-03-14","222000","50957"
"26989","0",,"12","2100",,,,,,,,,,,"14094223","Washoe","2045 WHITECLIFF DR","","RENO","NV","89521","-119.728359","39.411907","385","0.1764692","1528","3","2.000","2014","2015-11-16","325000","94314"
"27658","4","-300","49","1650","20","-100","5","-55","2","-45","10","-100",,,"12528710068","Clark","7844 QUILL GORDON AVE","","LAS VEGAS","NV","89149","-115.266427","36.267259","385","0.0899908","1484","3","2.000","1998","2003-05-21","158000","62837"
"27845","1","50","80","1550","77","50",,,,,,,,,"16216810136","Clark","210 E FLAMINGO RD","UNIT 403","LAS VEGAS","NV","89169","-115.163295","36.116900","366","0.0000000","727","1","1.000","1992","2014-05-30","149900","38665"
